Zebrafish 6 hpf, mock injected
Genes included in this table either have 1 or more poly(A) tags, or have RPF RPKM > 0 and RNA RPM > 10.0 for samples with mRNA-Seq and ribosome profiling data
Transcript ID	Gene name	Poly(A) tags	Mean TL	Median TL	10th %ile, TL	25th %ile, TL	75th %ile, TL	90th %ile, TL	mRNA RPKM	RPF RPKM	log2(TE)
ENSDART00000133576	nmnat1	13	42.6	28.1	11.0	13.5	39.3	86.9	14.86	12.63	-0.234579476751
ENSDART00000076807	cnot6l	8	33.4	33.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000011936	CCDC106	10	72.3	65.1	11.1	22.6	118.5	140.8	NA	NA	NA
ENSDART00000011931	ruvbl1	208	68.3	61.5	14.0	32.1	99.1	128.5	62.44	159.07	1.34911933207
ENSDART00000076800	znhit1	45	57.6	48.0	11.5	20.2	93.1	121.2	NA	NA	NA
ENSDART00000152193	mms19	27	40.7	25.5	11.1	16.6	57.0	95.4	5.14	10.64	1.04965788631
ENSDART00000062324	h2afvb	5801	116.4	116.7	79.0	98.0	135.0	154.3	1081.9	4799.98	2.14946123754
ENSDART00000046045	il6st	8	64.9	54.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083066	asphd2	7	47.6	37.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000050831	chac2	1	9.1	9.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000129356	CR478286.1	63	68.4	51.5	15.6	24.4	102.6	157.3	21.97	6.3	-1.80211113604
ENSDART00000052097	hrsp12	31	45.5	48.1	14.8	30.0	61.4	68.0	NA	NA	NA
ENSDART00000128595	pola1	40	45.6	34.8	14.5	23.2	67.7	90.3	7.52	30.3	2.01051322668
ENSDART00000049918	trim35-27	3	18.7	22.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131625	NISCH	6	34.4	17.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000139037	pgls	4	63.0	51.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128841	pip5k1cb	1	21.3	21.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128599	CR352229.2	90	54.4	48.7	9.6	23.2	75.7	113.8	NA	NA	NA
ENSDART00000139033	lrp1bb	1	61.0	61.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128845	pla2g12a	11	62.3	46.2	13.9	15.9	88.1	157.4	NA	NA	NA
ENSDART00000129429	si:dkey-119m7.4	2	100.9	100.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000087293	kcnc4	2	57.5	57.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000087835	ano6	5	49.8	38.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000113036	zgc:163143	7	19.2	17.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000005985	smo	164	72.1	63.3	16.3	31.6	105.8	137.9	NA	NA	NA
ENSDART00000098788	sema6dl	220	78.2	56.9	15.2	23.9	122.5	177.0	NA	NA	NA
ENSDART00000005989	dffb	21	44.0	20.1	6.2	8.8	38.3	140.3	NA	NA	NA
ENSDART00000110224	MON1B	58	50.3	22.3	9.0	14.1	65.4	140.2	NA	NA	NA
ENSDART00000100698	ercc8	28	57.7	46.2	12.3	26.7	68.2	100.8	10.48	3.36	-1.64110557876
ENSDART00000007079	asna1	246	41.9	33.0	11.0	20.8	52.0	83.6	33.38	80.27	1.2658769429
ENSDART00000124124	TGIF2	50	23.1	17.5	-4.8	1.2	39.2	60.5	24.62	200.75	3.02749732081
ENSDART00000050863	zgc:101858	22	79.1	80.1	30.1	55.3	101.5	119.3	NA	NA	NA
ENSDART00000098433	trpm7	199	35.1	30.8	9.1	18.6	43.2	61.9	18.17	4.87	-1.89956474215
ENSDART00000081966	rtn4a	397	55.5	49.1	17.1	28.5	73.2	104.9	32.78	117.88	1.84643120602
ENSDART00000081969	zgc:123349	17	41.1	36.7	5.7	17.6	52.2	88.3	NA	NA	NA
ENSDART00000080062	CR954145.1	2	24.6	24.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149520	mcl1b	679	61.5	51.6	11.8	22.0	91.4	125.4	121.8	271.04	1.15399164654
ENSDART00000149521	eef2k	3	33.6	29.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000098439	ube2d4	5	15.0	10.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000098438	spg7	12	28.0	22.0	14.3	17.4	34.5	45.7	5.97	2.5	-1.2558028366
ENSDART00000090200	snapin	8	22.6	19.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000103845	eno4	2	92.4	92.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000090757	kat2b	2	132.5	132.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000090754	C18H16orf70	81	72.8	53.5	21.2	31.8	100.2	151.4	NA	NA	NA
ENSDART00000099021	dock8	3	30.4	31.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000063329	cux1b	38	50.8	35.7	14.7	24.2	74.8	95.3	8.98	7.74	-0.214381878597
ENSDART00000063492	ppm1ab	22	66.7	47.3	7.9	24.2	79.6	140.6	NA	NA	NA
ENSDART00000087740	C11H1orf106	19	70.9	73.8	6.6	13.9	118.1	139.5	NA	NA	NA
ENSDART00000067666	tmed7	237	76.1	63.2	22.9	37.6	112.3	138.7	54.78	48.28	-0.18222358995
ENSDART00000105064	TXNDC16	1	176.5	176.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000015277	gpx1b	9	38.6	40.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000113964	POLR2E	3	27.9	19.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000105168	si:ch211-133n4.4	69	59.4	51.2	17.3	30.7	82.7	114.4	NA	NA	NA
ENSDART00000101601	cth1	306	38.5	21.4	6.8	12.7	55.7	100.2	30.79	49.69	0.690493674505
ENSDART00000026885	phc3	3	38.6	25.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000026085	ptges	2	23.3	23.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012357	sav1	44	58.5	40.4	12.9	24.4	81.7	129.1	NA	NA	NA
ENSDART00000137502	CABZ01086354.1	6	27.8	30.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000100190	ces2	1	125.0	125.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012603	drd4a	6	85.8	62.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012600	galk2	40	26.7	23.8	11.1	14.7	33.2	50.9	9.39	7.85	-0.258432503875
ENSDART00000007271	mtfr1l	163	65.4	53.5	13.5	26.5	88.1	137.1	17.12	72.82	2.08865203904
ENSDART00000132028	pitpnaa	83	56.2	31.7	8.9	14.9	83.9	129.8	NA	NA	NA
ENSDART00000099979	smad4	160	70.3	54.2	14.5	26.4	101.3	147.0	NA	NA	NA
ENSDART00000009507	gatsl2	522	83.6	78.0	19.1	42.9	122.3	154.9	38.19	147.15	1.94602071721
ENSDART00000064311	arhgdia	186	65.2	60.3	27.3	45.7	79.9	104.9	NA	NA	NA
ENSDART00000064866	prkab1a	4	46.0	33.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000059041	h1m	49	36.1	36.9	11.2	21.8	46.3	64.7	327.55	316.61	-0.0490083254835
ENSDART00000064312	ms4a17a.7	2	71.9	71.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101861	tcea1	887	67.1	57.6	19.7	33.5	90.1	132.8	121.4	767.75	2.66086818561
ENSDART00000078052	mto1	2	110.0	110.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000133998	ptplb	9	64.5	48.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123312	SH2D4A	5	55.4	44.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000066471	adam8b	2	32.5	32.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123315	si:dkey-7e14.3	2	2.1	2.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123314	ankrd46a	69	73.8	74.6	21.4	33.7	109.2	131.3	NA	NA	NA
ENSDART00000123319	gpm6bb	36	39.2	37.9	15.2	23.1	53.1	62.6	NA	NA	NA
ENSDART00000016271	ilvbl	101	27.2	24.3	7.2	14.9	37.9	49.3	9.64	30.76	1.67395045173
ENSDART00000133997	armc8	15	38.7	21.4	10.6	19.2	33.1	94.7	NA	NA	NA
ENSDART00000130879	st3gal3a	11	36.0	40.8	15.0	19.4	45.7	62.2	NA	NA	NA
ENSDART00000111175	CUTA	24	34.8	29.5	15.6	18.8	40.9	64.9	NA	NA	NA
ENSDART00000036891	rabac1	222	77.4	67.1	29.0	43.6	97.4	140.8	NA	NA	NA
ENSDART00000055564	rprd1b	166	45.7	35.2	11.3	21.1	60.5	88.4	35.1	96.42	1.4578613992
ENSDART00000085371	rfk	3	77.6	42.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000130876	ap3m1	10	39.0	19.4	9.9	11.7	51.8	74.9	NA	NA	NA
ENSDART00000039629	celf3a	4	72.2	73.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000052240	psmg2	14	82.2	84.1	15.5	34.9	121.2	136.4	NA	NA	NA
ENSDART00000112854	gapvd1	39	32.7	22.5	6.2	14.0	42.6	64.0	NA	NA	NA
ENSDART00000110514	prr12a	259	72.7	51.4	7.9	18.3	118.8	167.9	33.25	15.31	-1.11888005778
ENSDART00000112850	mettl20	17	56.8	37.8	15.0	17.2	89.7	120.7	NA	NA	NA
ENSDART00000055623	hbbe3	1	4.0	4.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000112853	appl2	11	91.7	87.1	16.3	30.8	129.9	140.5	NA	NA	NA
ENSDART00000019252	fbxw11b	209	78.0	63.0	14.2	29.5	123.5	155.3	11.53	29.32	1.34649259048
ENSDART00000026264	kif13ba	49	31.5	23.6	10.1	15.7	36.3	59.9	6.39	5.96	-0.100503600485
ENSDART00000122374	ints10	48	90.3	90.1	17.6	42.7	139.7	168.5	6.51	10.14	0.639328203838
ENSDART00000125415	si:ch1073-459b3.2	5	42.6	26.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000125412	fbxo45	26	56.1	37.7	14.1	22.1	73.3	123.4	NA	NA	NA
ENSDART00000125413	xrn1	248	39.4	33.2	9.6	20.4	49.3	73.3	11.63	88.02	2.91998027492
ENSDART00000134978	nckap5l	292	84.5	79.9	13.4	42.2	121.4	160.2	11.36	37.76	1.73289592986
ENSDART00000134976	si:ch73-382f3.1	58	49.0	35.2	12.9	19.4	61.6	105.7	NA	NA	NA
ENSDART00000134975	zgc:101569	18	37.7	32.9	21.3	29.2	43.6	51.1	NA	NA	NA
ENSDART00000078058	NCAM2	4	28.8	21.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000134971	zgc:194659	5	35.0	41.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126927	taf1	114	90.9	88.7	16.6	41.2	130.5	169.4	15.37	28.29	0.880175011705
ENSDART00000115088	birc5a	204	62.5	52.7	12.0	20.4	94.4	134.3	44.2	119.29	1.43235483322
ENSDART00000142569	specc1lb	45	47.8	33.4	10.5	17.9	72.1	98.0	NA	NA	NA
ENSDART00000108609	rnd3a	28	58.6	45.3	10.9	15.4	85.1	141.9	NA	NA	NA
ENSDART00000115081	agpat3	72	61.8	40.4	12.6	19.9	90.1	122.5	NA	NA	NA
ENSDART00000115085	lrig1	28	48.6	30.4	10.3	19.8	55.6	93.1	NA	NA	NA
ENSDART00000057846	CR790363.1	1	113.2	113.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000103640	hey1	27	68.2	59.8	8.5	18.6	101.2	163.1	NA	NA	NA
ENSDART00000103645	tmem181	34	58.3	32.3	7.6	14.3	69.3	165.2	NA	NA	NA
ENSDART00000103644	fbxl18	45	38.1	25.4	8.0	14.5	50.2	81.7	8.95	3.32	-1.4307044408
ENSDART00000135624	FAM163A	4	43.7	17.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000135620	hmgn3	61	114.8	111.4	76.9	92.5	131.5	170.1	NA	NA	NA
ENSDART00000047008	efhd2	527	74.4	74.4	24.2	47.6	100.8	122.2	24.71	396.1	4.00269778546
ENSDART00000111710	EDEM3	8	57.8	39.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000108501	rnf213a	6	31.5	28.4	NA	NA	NA	NA	2.15	1.25	-0.782408564927
ENSDART00000108855	si:dkey-188i13.7	24	35.2	35.8	19.5	27.7	44.5	48.9	NA	NA	NA
ENSDART00000081191	sass6	54	57.6	34.0	9.5	20.7	78.1	149.5	9.84	14.5	0.559322679563
ENSDART00000151037	abi2b	207	53.3	37.4	15.1	22.8	67.9	111.6	10.87	21.08	0.95552292661
ENSDART00000061098	BX663520.1	1	33.5	33.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000030934	kcnk5a	3	92.0	88.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000111509	CLIP1	6	110.7	105.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000055194	actb2	5795	74.2	68.0	30.7	47.7	95.4	126.5	457.66	2344.55	2.35696293699
ENSDART00000089596	tmem168b	27	32.2	21.2	11.3	15.7	32.7	64.2	6.83	1.3	-2.39337395526
ENSDART00000032344	nup35	225	61.2	47.0	18.2	24.6	82.9	126.4	14.38	85.48	2.57152323222
ENSDART00000081747	CU019624.1	17	69.5	52.3	21.9	41.7	92.1	118.2	NA	NA	NA
ENSDART00000140200	topbp1	14	70.9	48.1	14.3	24.9	115.4	158.1	7.49	13.02	0.797691824707
ENSDART00000077608	im:7149628	1	19.7	19.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000081035	slc25a26	20	31.2	25.5	11.5	17.7	36.2	62.9	NA	NA	NA
ENSDART00000081741	rab25a	24	66.0	67.9	28.4	41.5	91.6	104.8	NA	NA	NA
ENSDART00000081039	sb:cb252	2	100.9	100.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000147529	batf3	2	26.2	26.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000122194	pid1	138	63.4	55.4	13.0	25.6	92.5	120.2	NA	NA	NA
ENSDART00000037850	dync1li2	48	67.4	54.5	7.0	25.6	87.5	124.6	NA	NA	NA
ENSDART00000055252	C3H19orf52	29	38.4	17.6	8.8	13.6	50.6	93.0	16.3	8.53	-0.9342543178
ENSDART00000018981	srp72	177	45.7	35.5	14.6	21.6	53.0	87.7	41.75	65.66	0.653238552324
ENSDART00000035724	FP928982.1	17	35.9	19.1	10.4	13.4	34.5	100.3	NA	NA	NA
ENSDART00000078387	pecr	3	117.7	119.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000104346	mkrn4	878	34.7	22.6	8.0	13.7	41.6	72.2	145.44	269.08	0.887611058637
ENSDART00000103425	st7l	9	70.4	59.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000133370	macrod2	19	80.9	82.8	54.4	62.4	96.5	121.1	NA	NA	NA
ENSDART00000133371	pou2f2a	6	66.6	72.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000033914	mbd1	94	74.0	55.6	12.0	23.0	111.9	163.9	13.17	29.83	1.17950863208
ENSDART00000106569	si:ch211-266d19.4	23	54.8	43.1	13.4	21.7	59.8	130.8	12.19	31.02	1.34750056042
ENSDART00000099501	MASP1	1	42.3	42.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000141471	hars	206	51.4	40.4	18.2	26.9	62.0	98.4	86.35	72.72	-0.247843978222
ENSDART00000133379	hist2h3c	43	48.8	45.1	5.0	22.0	70.1	96.5	NA	NA	NA
ENSDART00000114850	blzf1	929	69.9	55.6	17.3	28.2	100.1	147.8	NA	NA	NA
ENSDART00000035725	pane1	77	51.3	34.4	15.5	20.0	60.7	118.7	NA	NA	NA
ENSDART00000104270	cbx8a	1	68.2	68.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000029894	wdr26b	73	56.3	36.6	10.5	23.2	68.6	129.5	NA	NA	NA
ENSDART00000033746	gins2	67	41.3	15.4	4.8	8.3	49.6	114.8	NA	NA	NA
ENSDART00000004779	MAD2L1BP	212	69.7	59.9	18.7	36.2	97.3	134.7	27.5	114.14	2.05330094438
ENSDART00000014727	ddx39aa	2835	76.2	74.0	28.6	47.4	101.2	126.1	330.4	969.6	1.55317601205
ENSDART00000004771	poc1b	15	33.4	25.2	6.7	10.9	42.6	65.9	NA	NA	NA
ENSDART00000021396	ldlrap1a	9	55.2	31.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000014729	arpc1a	243	73.5	63.6	19.7	33.7	101.6	144.9	108.57	80.53	-0.431027275037
ENSDART00000093052	HIPK1	455	50.5	37.7	13.6	22.6	68.2	110.3	19.44	40.68	1.06529146025
ENSDART00000045614	slc25a36b	53	75.1	71.6	21.3	44.6	98.2	130.6	NA	NA	NA
ENSDART00000102827	lepre1	10	46.4	30.1	3.9	11.5	64.3	116.7	NA	NA	NA
ENSDART00000074729	UACA	101	33.0	27.7	8.9	15.9	42.8	64.1	17.05	33.43	0.971371615706
ENSDART00000131838	si:dkey-174n20.1	4	53.3	52.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000056712	etfdh	57	97.2	96.8	25.4	57.5	132.3	147.5	NA	NA	NA
ENSDART00000131834	gng7	18	37.7	31.8	15.8	25.0	41.7	60.4	NA	NA	NA
ENSDART00000131837	chd8	226	63.9	39.6	12.9	21.2	93.3	151.4	22.64	75.45	1.73664694258
ENSDART00000131836	cryz	4	31.3	32.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000010452	zgc:91860	3	17.0	12.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000103052	zgc:158320	2	12.9	12.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126501	CNST	1	203.9	203.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000074231	CLDND1	97	48.9	34.7	4.0	17.5	63.2	129.5	NA	NA	NA
ENSDART00000126505	C3H16orf52	35	56.6	44.6	11.7	18.6	76.8	127.5	NA	NA	NA
ENSDART00000074235	tmed8	3	87.7	98.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000138696	g6pd	24	59.1	46.2	12.6	17.8	75.8	144.7	NA	NA	NA
ENSDART00000008115	hsd3b2	20	46.0	28.8	14.4	16.6	39.4	124.3	22.48	121.47	2.43388610818
ENSDART00000067583	sidt2	22	40.8	25.3	8.8	10.6	45.5	93.9	5.93	1.85	-1.68050683403
ENSDART00000054574	polr1e	62	53.4	34.9	11.7	18.5	82.5	116.5	17.34	26.78	0.627052062102
ENSDART00000054575	tmem192	33	25.4	23.0	1.9	9.8	34.6	51.1	NA	NA	NA
ENSDART00000106442	zgc:174563	44	58.8	42.8	14.1	23.4	72.1	126.3	NA	NA	NA
ENSDART00000146123	elavl1	1413	69.9	62.9	16.6	33.5	99.1	132.4	72.72	1183.22	4.02422233391
ENSDART00000146122	EVA1A	78	44.0	43.3	16.5	23.2	61.2	75.8	72.93	82.77	0.182595563325
ENSDART00000146125	ttc3	8	95.6	33.5	NA	NA	NA	NA	11.81	0.84	-3.81347582662
ENSDART00000146124	CCDC117	71	27.5	19.5	6.8	11.0	30.3	40.0	NA	NA	NA
ENSDART00000133743	camkk1	2	35.2	35.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000133742	cdkn2c	2	124.2	124.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000079104	ndufs6	238	66.5	59.6	17.2	30.3	95.7	130.1	NA	NA	NA
ENSDART00000059533	wipi1	13	95.7	73.8	36.4	53.4	139.5	190.6	NA	NA	NA
ENSDART00000092682	agfg1b	25	70.8	71.6	14.4	26.6	99.4	121.8	NA	NA	NA
ENSDART00000131087	galt	27	19.9	15.6	5.7	9.0	26.5	40.3	NA	NA	NA
ENSDART00000132112	tmem176l.1	71	38.7	27.4	8.4	13.7	55.6	84.5	NA	NA	NA
ENSDART00000067586	chchd6b	75	30.7	24.6	12.5	18.7	33.6	51.4	54.12	16.48	-1.71544559679
ENSDART00000079139	ctcf	744	57.4	48.7	9.7	25.7	82.5	117.1	92.98	878.75	3.24046045322
ENSDART00000073712	tmem187	3	4.4	3.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000080289	prrc2c	171	85.4	81.0	23.8	44.2	119.8	158.2	30.63	54.76	0.838177079659
ENSDART00000004108	xpo4	95	87.5	83.6	24.4	40.0	119.3	157.4	9.86	19.29	0.968193591671
ENSDART00000083296	ZNF423	7	53.0	45.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083294	nol6	143	69.3	59.5	8.5	18.7	112.6	148.0	18.22	38.06	1.06275260247
ENSDART00000102778	dlx6a	6	16.3	14.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000102779	errfi1	7	32.7	24.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058910	sox19b	33	32.3	19.9	6.3	11.2	47.1	64.1	NA	NA	NA
ENSDART00000058913	eif4a1a	2896	67.2	59.2	13.8	30.4	97.8	128.9	360.29	1770.13	2.29662480224
ENSDART00000111466	gprc5c	11	93.0	81.2	7.2	57.3	154.7	168.3	NA	NA	NA
ENSDART00000041504	tescb	1	27.9	27.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149042	si:dkey-87o1.2	326	80.2	77.1	26.3	52.3	103.9	130.8	62.64	67.89	0.116114872697
ENSDART00000114841	add2	3	27.1	23.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123961	klhdc8b	1	3.6	3.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123962	si:ch211-12h2.6	1	46.4	46.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000048273	pan3	63	60.1	33.2	9.8	14.7	83.3	148.7	15.05	19.65	0.384765825499
ENSDART00000048183	AL928724.1	1	20.7	20.7	NA	NA	NA	NA	NA	NA	NA
